household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave	cooker_id
sfigeroa@opentech.com	1	Insipollover Holdings	Lomnipanower		conventional	1	0	0	319
tamigon@statholdings.com	1	Insipollover Holdings	Rapdudin	induction					320
ademesa@cancity.com	1	Insipollover Holdings	Supfropantor	radiant electric	conventional	0	1	0	321
kadkin@mathtouch.com	1	Insipollover Holdings	Varwerpanower	electric	conventional	1	1	1	322
jcaudy@j-texon.com	1	Intanepin International	Dopbanentor	electric	convection	1	1	0	323
pcoody@yearin.com	1	Intanepin International	Hapzapistor	electric	convection	0	0	1	324
akannady@ron-tech.com	1	Intanepin International	Klitinistor		conventional	1	0	1	325
jbeech@plussunin.com	1	Intanepin International	Truzapaquar	gas	conventional	1	0	1	326
mseewald@funholding.com	1	Intanimax International Company		gas	convection	1	1	0	327
bdemesa@newex.com	1	Intanimax International Company	Barwerpilistor	electric	conventional	0	1	1	328
tpelkowski@groovestreet.com	1	Intanimax International Company	Cipzapar		convection	1	0	1	329
rbolognia@rantouch.com	1	Intanimax International Company	Hapnipexower	gas	convection	0	1	0	330
asemidey@rangreen.com	1	Intanimax International Company	Monwericower	radiant electric	convection	1	0	1	331
bfrancescon@y-corporation.com	1	Intanimax International Company	Surtinover	gas	conventional	0	0	1	332
ddarakjy@yearin.com	1	Inwerpover	Fropickaman		conventional	1	0	0	333
lsamu@blackzim.com	1	Inwerpover	Hapquestover		conventional	0	1	0	334
jdallen@rangreen.com	1	Inwerpover	Parquestar	gas	conventional	1	1	1	335
kennaco@finhigh.com	1	Inwerpover	Rapsapex	radiant electric					336
bnicolozakes@rangreen.com	1	Inwerpover	Revenollan	radiant electric	conventional	1	1	1	337
azepp@betasoloin.com	1	Inwerpover	Surpickex		conventional	1	0	1	338
lcronauer@konex.com	1	Klibanicator	Infroponar	induction	convection	0	1	0	339
aperez@finjob.com	1	Klibanicator	Lompeban	radiant electric	conventional	1	1	0	340
cperigo@xx-zobam.com	1	Klibanicator	Monzapazz	gas	conventional	0	1	1	341
cmunns@xx-holding.com	1	Klibanicator	Qwifropilistor		convection	0	0	1	342
bmirafuentes@fasehatice.com	1	Klibanicator	Retinegan		conventional	0	1	0	343
cpadilla@donware.com	1	Klibanicex International Inc	Intinower	radiant electric	convection	1	0	0	344
tsawchuk@plussunin.com	1	Klibanicex International Inc	Parhupar	gas					345
vlietz@plexzap.com	1	Klibanicex International Inc	Supzapar	electric					346
awesterbeck@gogozoom.com	1	Klibanicex International Inc	Tipkilover	electric	convection	1	1	1	347
ssweigard@finjob.com	1	Klidudackazz  Group	Barkilistor		conventional	0	1	1	348
lisenhower@scottech.com	1	Klidudackazz  Group	Frorobistor	electric					349
gparlato@isdom.com	1	Klidudackazz  Group	Monroban		conventional	1	0	0	350
gcaiafa@doncon.com	1	Klidudentor Direct	Barwerpilistor	induction	conventional	1	0	0	351
wsaras@domzoom.com	1	Klidudentor Direct	Invenor		conventional	1	1	1	352
mdickerson@konmatfix.com	1	Klidudentor Direct	Klidudplar		convection	1	0	0	353
lgudroe@dontechi.com	1	Klidudentor Direct	Klifropamentor	radiant electric					354
cschieler@plusstrip.com	1	Klidudentor Direct	Surpickex		convection	1	1	0	355
ntomblin@sunnamplex.com	1	Klidudentor Direct	Tipkilover	electric	convection	0	1	1	356
dlukasik@bioplex.com	1	Klijubar Holdings			conventional	0	1	1	357
sbiddy@hottechi.com	1	Klijubar Holdings	Infroponar	induction					358
btillotson@lexiqvolax.com	1	Klijubar Holdings	Monkilax	gas					359
thalter@plusstrip.com	1	Klijubar Holdings	Supvenar	induction	conventional	1	0	1	360
kkaniecki@betatech.com	1	Klijubar Holdings	Updudistor		convection	1	0	0	361
bpapasergi@gogozoom.com	1	Klijubar Holdings	Varsapanin	electric	convection	0	0	1	362
glindall@openlane.com	1	Klinipar International Company	Barweramantor	induction					363
eemigh@lexiqvolax.com	1	Klinipar International Company	Dopbanentor	induction	conventional	0	0	1	364
dgwalthney@finjob.com	1	Klinipar International Company	Enddimax		conventional	0	0	1	365
nworlds@blackzim.com	1	Klinipar International Company	Endwerpinicator		conventional	1	0	0	366
rmoyd@bioholding.com	1	Klinipar International Company	Endwerpistor	electric	conventional	0	0	1	367
aadkin@hatfan.com	1	Klinipar International Company	Lomerplantor	radiant electric	conventional	1	1	1	368
rcartan@stanredtax.com	1	Klinipar International Company	Supwerpover	electric					369
apelkowski@goodsilron.com	1	Klinipar International Company	Tipkilover		conventional	0	0	1	370
vfritz@warephase.com	1	Klinipar International Company	Upglibicator		conventional	1	1	1	371
mhoopengardner@xx-holding.com	1	Klipickan WorldWide Company	Emsipackex		conventional	1	1	1	372
lfunnell@ontomedia.com	1	Klipickan WorldWide Company	Enddimax	induction	conventional	1	0	0	373
jtheodorov@blackzim.com	1	Klipickan WorldWide Company	Endsipistor	electric	convection	1	1	0	374
eriden@mathtouch.com	1	Klipickan WorldWide Company	Haptumar	electric	conventional	1	1	0	375
rmcnease@y-corporation.com	1	Klipickan WorldWide Company	Retanicator	induction	conventional	1	1	0	376
rsetter@doncon.com	1	Klipickan WorldWide Company	Upmunantor	electric					377
tonofrio@isdom.com	1	Klisapackistor	Barwerpilistor	electric	convection	1	1	1	378
rsyrop@mathtouch.com	1	Klisapackistor	Dopbanentor	electric	conventional	1	1	0	379
tkitty@ron-tech.com	1	Klisapackistor	Emsipackex	induction					380
cdiestel@donquadtech.com	1	Klisapackistor	Rapwerex		convection	1	1	1	381
fsengbusch@isdom.com	1	Klivenin	Advenover		conventional	0	0	1	382
ccomnick@blackzim.com	1	Klivenin	Hapnipexower	induction					383
wstenseth@scottech.com	1	Klivenin	Monkilax	electric	conventional	0	1	0	384
cstoltzman@openlane.com	1	Klivenin	Qwifropilistor	electric	conventional	0	0	1	385
jaquas@cancity.com	1	Klivenin	Qwitumewar	gas	conventional	1	1	1	386
emondella@scottech.com	1	Klivenin	Rejubefistor	induction					387
mhellickson@hatfan.com	1	Klivenin	Rewerpower	induction	conventional	0	0	1	388
jankeny@singletechno.com	1	Kliwerpedax Holdings Group	Qwitumar	induction	convection	0	0	1	389
esuell@sonron.com	1	Kliwerpedax Holdings Group	Redudackar	gas	convection	0	0	1	390
lcrupi@ron-tech.com	1	Kliwerpedax Holdings Group	Retanicator	gas	conventional	0	1	1	391
sangalich@doncon.com	1	Kliwerpedax Holdings Group	Varglibin		conventional	0	1	0	392
wbreland@sunnamplex.com	1	Klizapupover WorldWide Company	Lomnipanower		conventional	0	1	0	393
afillingim@rantouch.com	1	Klizapupover WorldWide Company	Moncadistor	induction	conventional	1	1	1	394
mkannady@zathunicon.com	1	Klizapupover WorldWide Company	Mondimaquover		conventional	0	1	1	395
wbayless@betasoloin.com	1	Klizapupover WorldWide Company	Mondudax		conventional	1	0	0	396
hfelger@betasoloin.com	1	Klizapupover WorldWide Company	Parfropadantor	radiant electric					397
malbares@inity.com	1	Klizapupover WorldWide Company	Surpickewentor	electric	convection	1	1	0	398
browling@silis.com	1	Lombanedgan		gas					399
ggalam@betasoloin.com	1	Lombanedgan	Lomerplantor	radiant electric					400
cwaycott@ron-tech.com	1	Lombanedgan	Qwitumar	electric					401
spawlowicz@newex.com	1	Lombanedgan	Revenollan		conventional	0	1	0	402
lwesterbeck@streethex.com	1	Lombanedgan	Tuprobanantor	gas	convection	0	0	1	403
rostolaza@lexiqvolax.com	1	Lombanedgan	Varwerpanower	electric					404
bvanausdal@isdom.com	1	Lomcadar  Corp.		electric	convection	0	1	1	405
shanafan@zencorporation.com	1	Lomcadar  Corp.	Doptumadower	induction	convection	0	0	1	406
syum@streethex.com	1	Lomcadar  Corp.	Klidudplar		conventional	1	0	1	407
scorbley@doncon.com	1	Lomcadar  Corp.	Lomnipanower	radiant electric					408
afortino@scottech.com	1	Lomcadar  Corp.	Monkilax	electric	convection	1	0	0	409
mfigeroa@konex.com	1	Lomcadar  Corp.	Revenollan	gas					410
jmorocco@zumgoity.com	1	Lomcadar  Corp.	Varsapanin	radiant electric					411
mwolny@golddex.com	1	Lomdimin International Company	Monbanicator	radiant electric	conventional	0	1	1	412
lbourbon@konex.com	1	Lomdimin International Company	Unsapex	radiant electric	conventional	1	1	1	413
ehengel@ontomedia.com	1	Lomquestadan International	Adkilor		convection	1	1	1	414
gmccullan@newex.com	1	Lomquestadan International	Qwifropilistor		conventional	0	1	1	415
fhoa@finhigh.com	1	Lomquestadan International	Rapwerex		conventional	1	0	1	416
dwalthall@toughzap.com	1	Lomquestadan International	Surtumanex	gas	conventional	1	0	0	417
ffern@condax.com	1	Lomsapimor WorldWide	Cipdudinan		conventional	1	0	0	418
chixenbaugh@scotfind.com	1	Lomsapimor WorldWide	Grodiman	electric					419
gtjepkema@silis.com	1	Lomsapimor WorldWide	Gromunplover	electric	conventional	1	0	0	420
cturinetti@iselectrics.com	1	Lomsapimor WorldWide	Monwerilantor	radiant electric	conventional	1	0	0	421
dpugh@finhigh.com	1	Lomsapimor WorldWide	Retumamentor		conventional	0	1	1	422
cweglarz@xx-holding.com	1	Lomsapimor WorldWide	Rewerpower		conventional	0	1	0	423
xmoyd@codehow.com	1	Lomsapimor WorldWide	Supvenefazz		convection	1	0	0	424
ijacobos@streethex.com	1	Lomsapimor WorldWide	Tipsapover	gas	conventional	1	0	0	425
moles@zathunicon.com	1	Lomsapimor WorldWide	Tuppebopentor		conventional	1	0	0	426
ecoyier@labdrill.com	1	Lomsapimor WorldWide	Updudistor	induction					427
mheimann@sumace.com	1	Monpebistor International	Klitinistor		conventional	1	1	0	428
cupthegrove@doncon.com	1	Monpebistor International	Mondimaquover	electric	conventional	1	1	1	429
lfeichtner@xx-zobam.com	1	Monpebistor International	Thrumunonax	radiant electric					430
thidvegi@zotware.com	1	Monpickar International Corp.	Haphupicator		conventional	0	1	0	431
dkohl@iselectrics.com	1	Monpickar International Corp.	Rapsapex		conventional	0	1	0	432
lthreets@xx-zobam.com	1	Monpickar International Corp.	Revenollan		convection	1	1	1	433
amartabano@hottechi.com	1	Monpickar International Corp.	Upsapar	gas	conventional	1	0	0	434
mgalam@zoomit.com	1	Monwerexan International Corp.	Cipdimazz	electric	convection	1	1	1	435
cauffrey@sonron.com	1	Monwerexan International Corp.	Rapsapower	gas					436
hdopico@statholdings.com	1	Parfropazz Direct	Frorobistor		conventional	0	1	0	437
czane@sunnamplex.com	1	Parfropazz Direct	Klidudplar		convection	1	1	0	438
remard@xx-holding.com	1	Parfropazz Direct	Supbanantor	gas	convection	1	0	1	439
hlabreche@dambase.com	1	Parfropazz Direct	Thruglibentor		conventional	1	0	0	440
tpoquette@kinnamplus.com	1	Parfropazz Direct	Tipquestistor		conventional	0	1	0	441
sskursky@rundofase.com	1	Parfropazz Direct	Wintanax	radiant electric	conventional	0	1	1	442
ngiguere@warephase.com	1	Parkilicentor International	Klizapedgantor	induction	conventional	1	1	1	443
rmaisto@gogozoom.com	1	Parkilicentor International	Monerex	electric	conventional	1	0	1	444
jnestle@ontomedia.com	1	Parkilicentor International	Parjubollor		conventional	0	1	1	445
vdorshorst@donware.com	1	Parkilicentor International	Partinicantor	induction					446
gjurney@finjob.com	1	Parkilicentor International	Upwerpantor	induction					447
ngiguere@groovestreet.com	1	Parpickin International	Fropickaman		conventional	1	1	1	448
laredondo@zathunicon.com	1	Parpickin International	Montinefazz		conventional	0	1	0	449
rstenseth@zencorporation.com	1	Parpickin International	Thrunipaquentor		conventional	1	1	0	450
xtegarden@bioholding.com	1	Parpickin International	Zeedimin	induction					451
jmodzelewski@warephase.com	1	Parquestilicator WorldWide Corp.	Barmunedex		conventional	1	1	0	452
aabdallah@plusstrip.com	1	Parquestilicator WorldWide Corp.	Gromunplover		conventional	1	1	0	453
aslayton@isdom.com	1	Parquestilicator WorldWide Corp.	Suptanedgentor		convection	0	1	1	454
bdubaldi@year-job.com	1	Parquestilicator WorldWide Corp.	Thrurobimicator	induction					455
ldrymon@codehow.com	1	Parquestilicator WorldWide Corp.	Tipkilower	radiant electric	conventional	0	1	1	456
mtomasulo@finhigh.com	1	Parsapax WorldWide			conventional	0	1	1	457
ategarden@donquadtech.com	1	Parsapax WorldWide	Fropebicator		conventional	0	0	1	458
lkoppinger@mathtouch.com	1	Parsapax WorldWide	Klitinistor		conventional	1	1	1	459
aklonowski@konex.com	1	Parsapax WorldWide	Lompeban		conventional	0	1	0	460
trhym@blackzim.com	1	Parsapax WorldWide	Supdimonentor	induction					461
tmaile@doncon.com	1	Parsapax WorldWide	Truzapican	induction	conventional	0	0	1	462
jeanes@conecom.com	1	Parsapax WorldWide	Updudistor	radiant electric	convection	1	1	0	463
scentini@konex.com	1	Partinax Direct Company	Monbanicator		convection	1	1	0	464
ahoneywell@finjob.com	1	Partinax Direct Company	Qwifropilistor		conventional	1	1	0	465
mloder@isdom.com	1	Partinax Direct Company	Rapdimepax	electric	conventional	0	1	0	466
rtreston@xx-zobam.com	1	Partinax Direct Company	Tipsapover	radiant electric					467
jyaw@rangreen.com	1	Partinax Direct Company	Truzapaquar	induction	convection	1	1	0	468
gkeetch@year-job.com	1	Partinax Direct Company	Untumover	radiant electric	conventional	0	1	0	469
drhym@streethex.com	1	Partinax Direct Company	Winsipexex	radiant electric	convection	0	1	0	470
kfern@ontomedia.com	1	Partinax Direct Company	Winweregicator	radiant electric	conventional	1	1	1	471
ajeanty@zumgoity.com	1	Partinedin		gas	conventional	1	0	0	472
sbookamer@xx-holding.com	1	Partinedin		induction					473
aschemmer@nam-zim.com	1	Partinedin	Dopnipefistor	radiant electric					474
ctjepkema@toughzap.com	1	Partinedin	Supdimonentor		conventional	1	0	1	475
hmoyd@xx-zobam.com	1	Partinedin	Supericator	radiant electric	conventional	1	0	0	476
rmaynerich@konmatfix.com	1	Parvenistor Direct Inc	Barwerpilistor	electric	convection	0	1	0	477
lyglesias@bioholding.com	1	Parvenistor Direct Inc	Rapsapex		conventional	0	1	0	478
ymunns@newex.com	1	Parwerentor International	Froglibefax	induction					479
vweight@sumace.com	1	Parwerentor International	Haphupicator	electric					480
abevelacqua@sunnamplex.com	1	Parwerentor International	Qwinipamex	gas					481
sliukko@kinnamplus.com	1	Parwerupor  Corp.			convection	0	0	1	482
cperez@faxquote.com	1	Parwerupor  Corp.	Adpebeficator	induction	conventional	1	1	1	483
mmondella@bioplex.com	1	Parwerupor  Corp.	Barwerpilistor		conventional	0	1	0	484
rdhamer@donquadtech.com	1	Parwerupor  Corp.	Klifropamentor		convection	1	1	0	485
gsergi@zumgoity.com	1	Parwerupor  Corp.	Redudex		conventional	1	1	1	486
fmondella@bioplex.com	1	Parwerupor  Corp.	Retanicator	radiant electric	conventional	0	1	1	487
dbitsuie@betatech.com	1	Parwerupor  Corp.	Supdimonentor	induction	convection	1	0	1	488
tasar@warephase.com	1	Qwicadplentor Holdings	Adpickinazz	radiant electric	conventional	0	1	1	489
shoopengardner@faxquote.com	1	Qwicadplentor Holdings	Pardimedentor		conventional	1	0	1	490
ndiscipio@bioholding.com	1	Qwicadplentor Holdings	Partinicantor		conventional	0	0	1	491
tsamara@toughzap.com	1	Qwicadplentor Holdings	Unnipackentor	gas					492
eennaco@zencorporation.com	1	Qwidimower International		gas	convection	0	0	1	493
luyetake@konmatfix.com	1	Qwidimower International	Doptumadower	induction	conventional	0	0	1	494
bsaulter@plussunin.com	1	Qwidimower International	Monerex		conventional	0	0	1	495
cyglesias@stanredtax.com	1	Qwidimower International	Supericator		conventional	1	1	1	496
gcousey@rundofase.com	1	Qwidimower International	Thrunipaquentor		convection	0	0	1	497
jlother@sunnamplex.com	1	Qwiglibin Holdings	Barwerpilistor	induction					498
ggreenbush@inity.com	1	Qwiglibin Holdings	Monkilax		conventional	1	0	1	499
rmenter@mathtouch.com	1	Qwijubackicator WorldWide Company	Gromunplover	induction	conventional	1	1	0	500
sfarrow@konex.com	1	Qwijubackicator WorldWide Company	Infroponar	electric					501
bbartolet@inity.com	1	Qwijubackicator WorldWide Company	Pardimedentor	radiant electric	convection	0	0	1	502
lnewville@stanredtax.com	1	Qwijubackicator WorldWide Company	Qwitumewar	electric	convection	0	0	1	503
lmeisel@j-texon.com	1	Qwijubackicator WorldWide Company	Trukilantor		convection	0	1	0	504
glueckenbach@openlane.com	1	Qwijubackicator WorldWide Company	Untumover	induction					505
dskulski@year-job.com	1	Qwipickan International Corp.	Barkilentor	radiant electric	convection	1	1	1	506
frhymes@opentech.com	1	Qwipickan International Corp.	Cipdimazz	gas					507
amadarang@hottechi.com	1	Qwipickan International Corp.	Dopdimanax		conventional	0	1	0	508
lsturiale@rundofase.com	1	Qwipickan International Corp.	Mondimewan		conventional	0	0	1	509
rlorens@iselectrics.com	1	Qwipickan International Corp.	Supdimopin		conventional	1	1	1	510
cspickerman@codehow.com	1	Qwipickan International Corp.	Supsapan	radiant electric					511
mbookamer@yearin.com	1	Qwipickan International Corp.	Thrusapentor		conventional	1	1	1	512
hrochin@xx-zobam.com	1	Qwipickan International Corp.	Upglibicator		conventional	0	1	1	513
bnabours@scotfind.com	1	Qwipickan International Corp.	Varglibin		conventional	1	0	0	514
atolfree@rundofase.com	1	Qwiquestentor  Company		electric	conventional	1	0	1	515
cisaacs@scottech.com	1	Qwiquestentor  Company		electric	conventional	0	1	0	516
jtollner@zoomit.com	1	Qwiquestentor  Company	Grosapower		convection	0	1	1	517
slizama@conecom.com	1	Qwiquestentor  Company	Hapwerex		conventional	1	1	0	518
clacovara@stanredtax.com	1	Qwiquestentor  Company	Surpickewentor	electric	convection	1	1	0	519
lhoffis@dalttechnology.com	1	Qwiquestentor  Company	Tipkilover	radiant electric	conventional	1	1	1	520
bfallick@ron-tech.com	1	Qwiquestentor  Company	Winrobommistor		conventional	1	0	0	521
fbrideau@doncon.com	1	Qwitumegentor Direct Inc	Ciperplax	gas					522
rperigo@scotfind.com	1	Qwitumegentor Direct Inc	Emdudonan		conventional	1	1	0	523
lfrancescon@donquadtech.com	1	Qwitumegentor Direct Inc	Mondimewan	radiant electric					524
dwardrip@domzoom.com	1	Qwitumegentor Direct Inc	Survenin		conventional	1	0	1	525
ostenseth@green-plus.com	1	Qwitumegentor Direct Inc	Tipbanommax	electric					526
epalaia@scottech.com	1	Qwiwerover WorldWide Company	Frorobistor	induction	convection	0	1	1	527
mcolaizzo@isdom.com	1	Qwiwerover WorldWide Company	Klidudplar		conventional	1	0	1	528
lgwalthney@groovestreet.com	1	Qwiwerover WorldWide Company	Rapglibex	radiant electric	convection	1	0	1	529
etheodorov@toughzap.com	1	Rapdimplower	Montinefazz	gas					530
nriden@ganjaflex.com	1	Rapdimplower	Rapsapower		conventional	1	1	1	531
smclaird@fasehatice.com	1	Raprobower International	Lomrobax		conventional	0	0	1	532
lbartolet@faxquote.com	1	Raprobower International	Supdimopin	induction					533
mlother@funholding.com	1	Rapvenefentor  Corp.	Dopvenower	induction	convection	1	1	0	534
bschmierer@zathunicon.com	1	Rapvenefentor  Corp.	Haptumar		conventional	1	1	1	535
thollack@golddex.com	1	Rapvenefentor  Corp.	Monsipommistor		conventional	1	1	0	536
ygobern@fasehatice.com	1	Rapvenefentor  Corp.	Qwifropilistor	electric					537
mhughey@rundofase.com	1	Rapvenefentor  Corp.	Tipbanommax	induction					538
sscriven@goodsilron.com	1	Rapvenefentor  Corp.	Zeesipicator	induction	conventional	0	0	1	539
tmorasca@condax.com	1	Rapvenor WorldWide Group	Fropickaman	radiant electric					540
