household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
ddarakjy@yearin.com	1	Inwerpover	Fropickaman		conventional	1	0	0
lsamu@blackzim.com	1	Inwerpover	Hapquestover		conventional	0	1	0
jdallen@rangreen.com	1	Inwerpover	Parquestar	gas	conventional	1	1	1
kennaco@finhigh.com	1	Inwerpover	Rapsapex	radiant electric				
bnicolozakes@rangreen.com	1	Inwerpover	Revenollan	radiant electric	conventional	1	1	1
azepp@betasoloin.com	1	Inwerpover	Surpickex		conventional	1	0	1
lcronauer@konex.com	1	Klibanicator	Infroponar	induction	convection	0	1	0
aperez@finjob.com	1	Klibanicator	Lompeban	radiant electric	conventional	1	1	0
cperigo@xx-zobam.com	1	Klibanicator	Monzapazz	gas	conventional	0	1	1
cmunns@xx-holding.com	1	Klibanicator	Qwifropilistor		convection	0	0	1
bmirafuentes@fasehatice.com	1	Klibanicator	Retinegan		conventional	0	1	0
cpadilla@donware.com	1	Klibanicex International Inc	Intinower	radiant electric	convection	1	0	0
tsawchuk@plussunin.com	1	Klibanicex International Inc	Parhupar	gas				
vlietz@plexzap.com	1	Klibanicex International Inc	Supzapar	electric				
awesterbeck@gogozoom.com	1	Klibanicex International Inc	Tipkilover	electric	convection	1	1	1
ssweigard@finjob.com	1	Klidudackazz  Group	Barkilistor		conventional	0	1	1
lisenhower@scottech.com	1	Klidudackazz  Group	Frorobistor	electric				
gparlato@isdom.com	1	Klidudackazz  Group	Monroban		conventional	1	0	0
gcaiafa@doncon.com	1	Klidudentor Direct	Barwerpilistor	induction	conventional	1	0	0
wsaras@domzoom.com	1	Klidudentor Direct	Invenor		conventional	1	1	1
mdickerson@konmatfix.com	1	Klidudentor Direct	Klidudplar		convection	1	0	0
lgudroe@dontechi.com	1	Klidudentor Direct	Klifropamentor	radiant electric				
cschieler@plusstrip.com	1	Klidudentor Direct	Surpickex		convection	1	1	0
ntomblin@sunnamplex.com	1	Klidudentor Direct	Tipkilover	electric	convection	0	1	1
dlukasik@bioplex.com	1	Klijubar Holdings			conventional	0	1	1
sbiddy@hottechi.com	1	Klijubar Holdings	Infroponar	induction				
btillotson@lexiqvolax.com	1	Klijubar Holdings	Monkilax	gas				
thalter@plusstrip.com	1	Klijubar Holdings	Supvenar	induction	conventional	1	0	1
kkaniecki@betatech.com	1	Klijubar Holdings	Updudistor		convection	1	0	0
bpapasergi@gogozoom.com	1	Klijubar Holdings	Varsapanin	electric	convection	0	0	1
glindall@openlane.com	1	Klinipar International Company	Barweramantor	induction				
eemigh@lexiqvolax.com	1	Klinipar International Company	Dopbanentor	induction	conventional	0	0	1
dgwalthney@finjob.com	1	Klinipar International Company	Enddimax		conventional	0	0	1
nworlds@blackzim.com	1	Klinipar International Company	Endwerpinicator		conventional	1	0	0
rmoyd@bioholding.com	1	Klinipar International Company	Endwerpistor	electric	conventional	0	0	1
aadkin@hatfan.com	1	Klinipar International Company	Lomerplantor	radiant electric	conventional	1	1	1
rcartan@stanredtax.com	1	Klinipar International Company	Supwerpover	electric				
apelkowski@goodsilron.com	1	Klinipar International Company	Tipkilover		conventional	0	0	1
vfritz@warephase.com	1	Klinipar International Company	Upglibicator		conventional	1	1	1
mhoopengardner@xx-holding.com	1	Klipickan WorldWide Company	Emsipackex		conventional	1	1	1
lfunnell@ontomedia.com	1	Klipickan WorldWide Company	Enddimax	induction	conventional	1	0	0
jtheodorov@blackzim.com	1	Klipickan WorldWide Company	Endsipistor	electric	convection	1	1	0
eriden@mathtouch.com	1	Klipickan WorldWide Company	Haptumar	electric	conventional	1	1	0
rmcnease@y-corporation.com	1	Klipickan WorldWide Company	Retanicator	induction	conventional	1	1	0
rsetter@doncon.com	1	Klipickan WorldWide Company	Upmunantor	electric				
tonofrio@isdom.com	1	Klisapackistor	Barwerpilistor	electric	convection	1	1	1
rsyrop@mathtouch.com	1	Klisapackistor	Dopbanentor	electric	conventional	1	1	0
tkitty@ron-tech.com	1	Klisapackistor	Emsipackex	induction				
cdiestel@donquadtech.com	1	Klisapackistor	Rapwerex		convection	1	1	1
fsengbusch@isdom.com	1	Klivenin	Advenover		conventional	0	0	1
ccomnick@blackzim.com	1	Klivenin	Hapnipexower	induction				
wstenseth@scottech.com	1	Klivenin	Monkilax	electric	conventional	0	1	0
cstoltzman@openlane.com	1	Klivenin	Qwifropilistor	electric	conventional	0	0	1
jaquas@cancity.com	1	Klivenin	Qwitumewar	gas	conventional	1	1	1
emondella@scottech.com	1	Klivenin	Rejubefistor	induction				
mhellickson@hatfan.com	1	Klivenin	Rewerpower	induction	conventional	0	0	1
jankeny@singletechno.com	1	Kliwerpedax Holdings Group	Qwitumar	induction	convection	0	0	1
esuell@sonron.com	1	Kliwerpedax Holdings Group	Redudackar	gas	convection	0	0	1
lcrupi@ron-tech.com	1	Kliwerpedax Holdings Group	Retanicator	gas	conventional	0	1	1
sangalich@doncon.com	1	Kliwerpedax Holdings Group	Varglibin		conventional	0	1	0
wbreland@sunnamplex.com	1	Klizapupover WorldWide Company	Lomnipanower		conventional	0	1	0
afillingim@rantouch.com	1	Klizapupover WorldWide Company	Moncadistor	induction	conventional	1	1	1
mkannady@zathunicon.com	1	Klizapupover WorldWide Company	Mondimaquover		conventional	0	1	1
wbayless@betasoloin.com	1	Klizapupover WorldWide Company	Mondudax		conventional	1	0	0
hfelger@betasoloin.com	1	Klizapupover WorldWide Company	Parfropadantor	radiant electric				
malbares@inity.com	1	Klizapupover WorldWide Company	Surpickewentor	electric	convection	1	1	0
browling@silis.com	1	Lombanedgan		gas				
ggalam@betasoloin.com	1	Lombanedgan	Lomerplantor	radiant electric				
cwaycott@ron-tech.com	1	Lombanedgan	Qwitumar	electric				
spawlowicz@newex.com	1	Lombanedgan	Revenollan		conventional	0	1	0
lwesterbeck@streethex.com	1	Lombanedgan	Tuprobanantor	gas	convection	0	0	1
rostolaza@lexiqvolax.com	1	Lombanedgan	Varwerpanower	electric				
bvanausdal@isdom.com	1	Lomcadar  Corp.		electric	convection	0	1	1
shanafan@zencorporation.com	1	Lomcadar  Corp.	Doptumadower	induction	convection	0	0	1
syum@streethex.com	1	Lomcadar  Corp.	Klidudplar		conventional	1	0	1
scorbley@doncon.com	1	Lomcadar  Corp.	Lomnipanower	radiant electric				
afortino@scottech.com	1	Lomcadar  Corp.	Monkilax	electric	convection	1	0	0
mfigeroa@konex.com	1	Lomcadar  Corp.	Revenollan	gas				
jmorocco@zumgoity.com	1	Lomcadar  Corp.	Varsapanin	radiant electric				
mwolny@golddex.com	1	Lomdimin International Company	Monbanicator	radiant electric	conventional	0	1	1
lbourbon@konex.com	1	Lomdimin International Company	Unsapex	radiant electric	conventional	1	1	1
ehengel@ontomedia.com	1	Lomquestadan International	Adkilor		convection	1	1	1
gmccullan@newex.com	1	Lomquestadan International	Qwifropilistor		conventional	0	1	1
fhoa@finhigh.com	1	Lomquestadan International	Rapwerex		conventional	1	0	1
dwalthall@toughzap.com	1	Lomquestadan International	Surtumanex	gas	conventional	1	0	0
ffern@condax.com	1	Lomsapimor WorldWide	Cipdudinan		conventional	1	0	0
chixenbaugh@scotfind.com	1	Lomsapimor WorldWide	Grodiman	electric				
gtjepkema@silis.com	1	Lomsapimor WorldWide	Gromunplover	electric	conventional	1	0	0
cturinetti@iselectrics.com	1	Lomsapimor WorldWide	Monwerilantor	radiant electric	conventional	1	0	0
dpugh@finhigh.com	1	Lomsapimor WorldWide	Retumamentor		conventional	0	1	1
cweglarz@xx-holding.com	1	Lomsapimor WorldWide	Rewerpower		conventional	0	1	0
xmoyd@codehow.com	1	Lomsapimor WorldWide	Supvenefazz		convection	1	0	0
ijacobos@streethex.com	1	Lomsapimor WorldWide	Tipsapover	gas	conventional	1	0	0
moles@zathunicon.com	1	Lomsapimor WorldWide	Tuppebopentor		conventional	1	0	0
ecoyier@labdrill.com	1	Lomsapimor WorldWide	Updudistor	induction				
mheimann@sumace.com	1	Monpebistor International	Klitinistor		conventional	1	1	0
cupthegrove@doncon.com	1	Monpebistor International	Mondimaquover	electric	conventional	1	1	1
lfeichtner@xx-zobam.com	1	Monpebistor International	Thrumunonax	radiant electric				
thidvegi@zotware.com	1	Monpickar International Corp.	Haphupicator		conventional	0	1	0
dkohl@iselectrics.com	1	Monpickar International Corp.	Rapsapex		conventional	0	1	0
lthreets@xx-zobam.com	1	Monpickar International Corp.	Revenollan		convection	1	1	1
amartabano@hottechi.com	1	Monpickar International Corp.	Upsapar	gas	conventional	1	0	0
mgalam@zoomit.com	1	Monwerexan International Corp.	Cipdimazz	electric	convection	1	1	1
cauffrey@sonron.com	1	Monwerexan International Corp.	Rapsapower	gas				
hdopico@statholdings.com	1	Parfropazz Direct	Frorobistor		conventional	0	1	0
czane@sunnamplex.com	1	Parfropazz Direct	Klidudplar		convection	1	1	0
remard@xx-holding.com	1	Parfropazz Direct	Supbanantor	gas	convection	1	0	1
hlabreche@dambase.com	1	Parfropazz Direct	Thruglibentor		conventional	1	0	0
tpoquette@kinnamplus.com	1	Parfropazz Direct	Tipquestistor		conventional	0	1	0
sskursky@rundofase.com	1	Parfropazz Direct	Wintanax	radiant electric	conventional	0	1	1
ngiguere@warephase.com	1	Parkilicentor International	Klizapedgantor	induction	conventional	1	1	1
rmaisto@gogozoom.com	1	Parkilicentor International	Monerex	electric	conventional	1	0	1
jnestle@ontomedia.com	1	Parkilicentor International	Parjubollor		conventional	0	1	1
vdorshorst@donware.com	1	Parkilicentor International	Partinicantor	induction				
gjurney@finjob.com	1	Parkilicentor International	Upwerpantor	induction				
ngiguere@groovestreet.com	1	Parpickin International	Fropickaman		conventional	1	1	1
laredondo@zathunicon.com	1	Parpickin International	Montinefazz		conventional	0	1	0
rstenseth@zencorporation.com	1	Parpickin International	Thrunipaquentor		conventional	1	1	0
xtegarden@bioholding.com	1	Parpickin International	Zeedimin	induction				
jmodzelewski@warephase.com	1	Parquestilicator WorldWide Corp.	Barmunedex		conventional	1	1	0
aabdallah@plusstrip.com	1	Parquestilicator WorldWide Corp.	Gromunplover		conventional	1	1	0
aslayton@isdom.com	1	Parquestilicator WorldWide Corp.	Suptanedgentor		convection	0	1	1
bdubaldi@year-job.com	1	Parquestilicator WorldWide Corp.	Thrurobimicator	induction				
ldrymon@codehow.com	1	Parquestilicator WorldWide Corp.	Tipkilower	radiant electric	conventional	0	1	1
mtomasulo@finhigh.com	1	Parsapax WorldWide			conventional	0	1	1
ategarden@donquadtech.com	1	Parsapax WorldWide	Fropebicator		conventional	0	0	1
lkoppinger@mathtouch.com	1	Parsapax WorldWide	Klitinistor		conventional	1	1	1
aklonowski@konex.com	1	Parsapax WorldWide	Lompeban		conventional	0	1	0
trhym@blackzim.com	1	Parsapax WorldWide	Supdimonentor	induction				
tmaile@doncon.com	1	Parsapax WorldWide	Truzapican	induction	conventional	0	0	1
jeanes@conecom.com	1	Parsapax WorldWide	Updudistor	radiant electric	convection	1	1	0
scentini@konex.com	1	Partinax Direct Company	Monbanicator		convection	1	1	0
ahoneywell@finjob.com	1	Partinax Direct Company	Qwifropilistor		conventional	1	1	0
mloder@isdom.com	1	Partinax Direct Company	Rapdimepax	electric	conventional	0	1	0
rtreston@xx-zobam.com	1	Partinax Direct Company	Tipsapover	radiant electric				
jyaw@rangreen.com	1	Partinax Direct Company	Truzapaquar	induction	convection	1	1	0
gkeetch@year-job.com	1	Partinax Direct Company	Untumover	radiant electric	conventional	0	1	0
drhym@streethex.com	1	Partinax Direct Company	Winsipexex	radiant electric	convection	0	1	0
kfern@ontomedia.com	1	Partinax Direct Company	Winweregicator	radiant electric	conventional	1	1	1
ajeanty@zumgoity.com	1	Partinedin		gas	conventional	1	0	0
sbookamer@xx-holding.com	1	Partinedin		induction				
aschemmer@nam-zim.com	1	Partinedin	Dopnipefistor	radiant electric				
ctjepkema@toughzap.com	1	Partinedin	Supdimonentor		conventional	1	0	1
hmoyd@xx-zobam.com	1	Partinedin	Supericator	radiant electric	conventional	1	0	0
rmaynerich@konmatfix.com	1	Parvenistor Direct Inc	Barwerpilistor	electric	convection	0	1	0
lyglesias@bioholding.com	1	Parvenistor Direct Inc	Rapsapex		conventional	0	1	0
ymunns@newex.com	1	Parwerentor International	Froglibefax	induction				
vweight@sumace.com	1	Parwerentor International	Haphupicator	electric				
abevelacqua@sunnamplex.com	1	Parwerentor International	Qwinipamex	gas				
sliukko@kinnamplus.com	1	Parwerupor  Corp.			convection	0	0	1
cperez@faxquote.com	1	Parwerupor  Corp.	Adpebeficator	induction	conventional	1	1	1
mmondella@bioplex.com	1	Parwerupor  Corp.	Barwerpilistor		conventional	0	1	0
rdhamer@donquadtech.com	1	Parwerupor  Corp.	Klifropamentor		convection	1	1	0
gsergi@zumgoity.com	1	Parwerupor  Corp.	Redudex		conventional	1	1	1
fmondella@bioplex.com	1	Parwerupor  Corp.	Retanicator	radiant electric	conventional	0	1	1
dbitsuie@betatech.com	1	Parwerupor  Corp.	Supdimonentor	induction	convection	1	0	1
tasar@warephase.com	1	Qwicadplentor Holdings	Adpickinazz	radiant electric	conventional	0	1	1
shoopengardner@faxquote.com	1	Qwicadplentor Holdings	Pardimedentor		conventional	1	0	1
ndiscipio@bioholding.com	1	Qwicadplentor Holdings	Partinicantor		conventional	0	0	1
tsamara@toughzap.com	1	Qwicadplentor Holdings	Unnipackentor	gas				
eennaco@zencorporation.com	1	Qwidimower International		gas	convection	0	0	1
luyetake@konmatfix.com	1	Qwidimower International	Doptumadower	induction	conventional	0	0	1
bsaulter@plussunin.com	1	Qwidimower International	Monerex		conventional	0	0	1
cyglesias@stanredtax.com	1	Qwidimower International	Supericator		conventional	1	1	1
gcousey@rundofase.com	1	Qwidimower International	Thrunipaquentor		convection	0	0	1
jlother@sunnamplex.com	1	Qwiglibin Holdings	Barwerpilistor	induction				
ggreenbush@inity.com	1	Qwiglibin Holdings	Monkilax		conventional	1	0	1
rmenter@mathtouch.com	1	Qwijubackicator WorldWide Company	Gromunplover	induction	conventional	1	1	0
sfarrow@konex.com	1	Qwijubackicator WorldWide Company	Infroponar	electric				
bbartolet@inity.com	1	Qwijubackicator WorldWide Company	Pardimedentor	radiant electric	convection	0	0	1
lnewville@stanredtax.com	1	Qwijubackicator WorldWide Company	Qwitumewar	electric	convection	0	0	1
lmeisel@j-texon.com	1	Qwijubackicator WorldWide Company	Trukilantor		convection	0	1	0
glueckenbach@openlane.com	1	Qwijubackicator WorldWide Company	Untumover	induction				
dskulski@year-job.com	1	Qwipickan International Corp.	Barkilentor	radiant electric	convection	1	1	1
frhymes@opentech.com	1	Qwipickan International Corp.	Cipdimazz	gas				
amadarang@hottechi.com	1	Qwipickan International Corp.	Dopdimanax		conventional	0	1	0
lsturiale@rundofase.com	1	Qwipickan International Corp.	Mondimewan		conventional	0	0	1
rlorens@iselectrics.com	1	Qwipickan International Corp.	Supdimopin		conventional	1	1	1
cspickerman@codehow.com	1	Qwipickan International Corp.	Supsapan	radiant electric				
mbookamer@yearin.com	1	Qwipickan International Corp.	Thrusapentor		conventional	1	1	1
hrochin@xx-zobam.com	1	Qwipickan International Corp.	Upglibicator		conventional	0	1	1
bnabours@scotfind.com	1	Qwipickan International Corp.	Varglibin		conventional	1	0	0
atolfree@rundofase.com	1	Qwiquestentor  Company		electric	conventional	1	0	1
cisaacs@scottech.com	1	Qwiquestentor  Company		electric	conventional	0	1	0
jtollner@zoomit.com	1	Qwiquestentor  Company	Grosapower		convection	0	1	1
slizama@conecom.com	1	Qwiquestentor  Company	Hapwerex		conventional	1	1	0
clacovara@stanredtax.com	1	Qwiquestentor  Company	Surpickewentor	electric	convection	1	1	0
lhoffis@dalttechnology.com	1	Qwiquestentor  Company	Tipkilover	radiant electric	conventional	1	1	1
bfallick@ron-tech.com	1	Qwiquestentor  Company	Winrobommistor		conventional	1	0	0
fbrideau@doncon.com	1	Qwitumegentor Direct Inc	Ciperplax	gas				
rperigo@scotfind.com	1	Qwitumegentor Direct Inc	Emdudonan		conventional	1	1	0
lfrancescon@donquadtech.com	1	Qwitumegentor Direct Inc	Mondimewan	radiant electric				
dwardrip@domzoom.com	1	Qwitumegentor Direct Inc	Survenin		conventional	1	0	1
ostenseth@green-plus.com	1	Qwitumegentor Direct Inc	Tipbanommax	electric				
epalaia@scottech.com	1	Qwiwerover WorldWide Company	Frorobistor	induction	convection	0	1	1
mcolaizzo@isdom.com	1	Qwiwerover WorldWide Company	Klidudplar		conventional	1	0	1
lgwalthney@groovestreet.com	1	Qwiwerover WorldWide Company	Rapglibex	radiant electric	convection	1	0	1
etheodorov@toughzap.com	1	Rapdimplower	Montinefazz	gas				
nriden@ganjaflex.com	1	Rapdimplower	Rapsapower		conventional	1	1	1
smclaird@fasehatice.com	1	Raprobower International	Lomrobax		conventional	0	0	1
lbartolet@faxquote.com	1	Raprobower International	Supdimopin	induction				
mlother@funholding.com	1	Rapvenefentor  Corp.	Dopvenower	induction	convection	1	1	0
bschmierer@zathunicon.com	1	Rapvenefentor  Corp.	Haptumar		conventional	1	1	1
thollack@golddex.com	1	Rapvenefentor  Corp.	Monsipommistor		conventional	1	1	0
ygobern@fasehatice.com	1	Rapvenefentor  Corp.	Qwifropilistor	electric				
mhughey@rundofase.com	1	Rapvenefentor  Corp.	Tipbanommax	induction				
sscriven@goodsilron.com	1	Rapvenefentor  Corp.	Zeesipicator	induction	conventional	0	0	1
tmorasca@condax.com	1	Rapvenor WorldWide Group	Fropickaman	radiant electric				
cstuer@bioplex.com	1	Rapvenor WorldWide Group	Hapquestover	radiant electric				
jvarriano@rangreen.com	1	Rapvenor WorldWide Group	Moncadistor	gas				
achavous@j-texon.com	1	Rapweror	Emsipackex	radiant electric				
tklonowski@scottech.com	1	Rapweror	Gropickicator	gas	conventional	0	1	0
tshin@domzoom.com	1	Rapweror	Rapglibex	induction				
lfrancescon@golddex.com	1	Rapweror	Tipkilover		conventional	0	0	1
cleto@finjob.com	1	Rapweror	Tupwerpimar	induction	conventional	1	1	0
emanno@j-texon.com	1	Rapweror	Winnipilover	induction	convection	0	1	0
wbrucato@konex.com	1	Rapweror	Winrobaquazz		conventional	1	0	1
llother@scotfind.com	1	Rapweror	Winrobommistor	radiant electric	conventional	0	1	1
bmoyd@streethex.com	1	Rebanackower Direct		induction	convection	0	1	0
dklusman@lexiqvolax.com	1	Rebanackower Direct	Klitumover	electric				
fhellickson@plussunin.com	1	Rebanackower Direct	Lompeban		convection	1	1	1
abirkner@scottech.com	1	Rebanackower Direct	Monwericower		conventional	1	0	1
rrodefer@dalttechnology.com	1	Rebanackower Direct	Tuppebopentor	electric	convection	1	1	1
jbutzen@isdom.com	1	Rebanackower Direct	Unsapex		conventional	0	1	1
kvocelka@mathtouch.com	1	Recadin  Group		electric	convection	1	1	1
lknipp@iselectrics.com	1	Recadin  Group	Frorobistor		conventional	1	0	0
tmauson@silis.com	1	Recadin  Group	Hapzapistor	induction				
erauser@betatech.com	1	Recadin  Group	Lomtinex	gas				
lfigeroa@condax.com	1	Recadin  Group	Parrobor	radiant electric	conventional	0	1	0
sandreason@silis.com	1	Recadin  Group	Qwifropimover	radiant electric	conventional	0	1	0
ldallen@j-texon.com	1	Recadin  Group	Supfropantor	radiant electric	conventional	0	0	1
khengel@opentech.com	1	Recadin  Group	Supquestackan	radiant electric				
wmeisel@rangreen.com	1	Recadin  Group	Supsapan	radiant electric				
hyori@green-plus.com	1	Redudefazz International Corp.	Ciperimar	induction	conventional	1	0	1
vtomasulo@warephase.com	1	Redudefazz International Corp.	Endwerpinicator	gas	convection	1	0	1
jvonasek@blackzim.com	1	Redudefazz International Corp.	Lompeban	radiant electric	convection	1	0	1
