household_email	appliance_number	manufacturer_name	model	oven_type	gas	electric	microwave	cooker_id
ehengel@ontomedia.com	1	Lomquestadan International	Adkilor	convection	1	1	1	414
gmccullan@newex.com	1	Lomquestadan International	Qwifropilistor	conventional	0	1	1	415
fhoa@finhigh.com	1	Lomquestadan International	Rapwerex	conventional	1	0	1	416
dwalthall@toughzap.com	1	Lomquestadan International	Surtumanex	conventional	1	0	0	417
ffern@condax.com	1	Lomsapimor WorldWide	Cipdudinan	conventional	1	0	0	418
gtjepkema@silis.com	1	Lomsapimor WorldWide	Gromunplover	conventional	1	0	0	420
cturinetti@iselectrics.com	1	Lomsapimor WorldWide	Monwerilantor	conventional	1	0	0	421
dpugh@finhigh.com	1	Lomsapimor WorldWide	Retumamentor	conventional	0	1	1	422
cweglarz@xx-holding.com	1	Lomsapimor WorldWide	Rewerpower	conventional	0	1	0	423
xmoyd@codehow.com	1	Lomsapimor WorldWide	Supvenefazz	convection	1	0	0	424
ijacobos@streethex.com	1	Lomsapimor WorldWide	Tipsapover	conventional	1	0	0	425
moles@zathunicon.com	1	Lomsapimor WorldWide	Tuppebopentor	conventional	1	0	0	426
mheimann@sumace.com	1	Monpebistor International	Klitinistor	conventional	1	1	0	428
cupthegrove@doncon.com	1	Monpebistor International	Mondimaquover	conventional	1	1	1	429
thidvegi@zotware.com	1	Monpickar International Corp.	Haphupicator	conventional	0	1	0	431
dkohl@iselectrics.com	1	Monpickar International Corp.	Rapsapex	conventional	0	1	0	432
lthreets@xx-zobam.com	1	Monpickar International Corp.	Revenollan	convection	1	1	1	433
amartabano@hottechi.com	1	Monpickar International Corp.	Upsapar	conventional	1	0	0	434
mgalam@zoomit.com	1	Monwerexan International Corp.	Cipdimazz	convection	1	1	1	435
hdopico@statholdings.com	1	Parfropazz Direct	Frorobistor	conventional	0	1	0	437
czane@sunnamplex.com	1	Parfropazz Direct	Klidudplar	convection	1	1	0	438
remard@xx-holding.com	1	Parfropazz Direct	Supbanantor	convection	1	0	1	439
hlabreche@dambase.com	1	Parfropazz Direct	Thruglibentor	conventional	1	0	0	440
tpoquette@kinnamplus.com	1	Parfropazz Direct	Tipquestistor	conventional	0	1	0	441
sskursky@rundofase.com	1	Parfropazz Direct	Wintanax	conventional	0	1	1	442
ngiguere@warephase.com	1	Parkilicentor International	Klizapedgantor	conventional	1	1	1	443
rmaisto@gogozoom.com	1	Parkilicentor International	Monerex	conventional	1	0	1	444
jnestle@ontomedia.com	1	Parkilicentor International	Parjubollor	conventional	0	1	1	445
ngiguere@groovestreet.com	1	Parpickin International	Fropickaman	conventional	1	1	1	448
laredondo@zathunicon.com	1	Parpickin International	Montinefazz	conventional	0	1	0	449
rstenseth@zencorporation.com	1	Parpickin International	Thrunipaquentor	conventional	1	1	0	450
jmodzelewski@warephase.com	1	Parquestilicator WorldWide Corp.	Barmunedex	conventional	1	1	0	452
aabdallah@plusstrip.com	1	Parquestilicator WorldWide Corp.	Gromunplover	conventional	1	1	0	453
aslayton@isdom.com	1	Parquestilicator WorldWide Corp.	Suptanedgentor	convection	0	1	1	454
ldrymon@codehow.com	1	Parquestilicator WorldWide Corp.	Tipkilower	conventional	0	1	1	456
mtomasulo@finhigh.com	1	Parsapax WorldWide		conventional	0	1	1	457
ategarden@donquadtech.com	1	Parsapax WorldWide	Fropebicator	conventional	0	0	1	458
lkoppinger@mathtouch.com	1	Parsapax WorldWide	Klitinistor	conventional	1	1	1	459
aklonowski@konex.com	1	Parsapax WorldWide	Lompeban	conventional	0	1	0	460
tmaile@doncon.com	1	Parsapax WorldWide	Truzapican	conventional	0	0	1	462
jeanes@conecom.com	1	Parsapax WorldWide	Updudistor	convection	1	1	0	463
scentini@konex.com	1	Partinax Direct Company	Monbanicator	convection	1	1	0	464
ahoneywell@finjob.com	1	Partinax Direct Company	Qwifropilistor	conventional	1	1	0	465
mloder@isdom.com	1	Partinax Direct Company	Rapdimepax	conventional	0	1	0	466
jyaw@rangreen.com	1	Partinax Direct Company	Truzapaquar	convection	1	1	0	468
gkeetch@year-job.com	1	Partinax Direct Company	Untumover	conventional	0	1	0	469
drhym@streethex.com	1	Partinax Direct Company	Winsipexex	convection	0	1	0	470
kfern@ontomedia.com	1	Partinax Direct Company	Winweregicator	conventional	1	1	1	471
ajeanty@zumgoity.com	1	Partinedin		conventional	1	0	0	472
ctjepkema@toughzap.com	1	Partinedin	Supdimonentor	conventional	1	0	1	475
hmoyd@xx-zobam.com	1	Partinedin	Supericator	conventional	1	0	0	476
rmaynerich@konmatfix.com	1	Parvenistor Direct Inc	Barwerpilistor	convection	0	1	0	477
lyglesias@bioholding.com	1	Parvenistor Direct Inc	Rapsapex	conventional	0	1	0	478
sliukko@kinnamplus.com	1	Parwerupor  Corp.		convection	0	0	1	482
cperez@faxquote.com	1	Parwerupor  Corp.	Adpebeficator	conventional	1	1	1	483
mmondella@bioplex.com	1	Parwerupor  Corp.	Barwerpilistor	conventional	0	1	0	484
rdhamer@donquadtech.com	1	Parwerupor  Corp.	Klifropamentor	convection	1	1	0	485
gsergi@zumgoity.com	1	Parwerupor  Corp.	Redudex	conventional	1	1	1	486
fmondella@bioplex.com	1	Parwerupor  Corp.	Retanicator	conventional	0	1	1	487
dbitsuie@betatech.com	1	Parwerupor  Corp.	Supdimonentor	convection	1	0	1	488
tasar@warephase.com	1	Qwicadplentor Holdings	Adpickinazz	conventional	0	1	1	489
shoopengardner@faxquote.com	1	Qwicadplentor Holdings	Pardimedentor	conventional	1	0	1	490
ndiscipio@bioholding.com	1	Qwicadplentor Holdings	Partinicantor	conventional	0	0	1	491
eennaco@zencorporation.com	1	Qwidimower International		convection	0	0	1	493
luyetake@konmatfix.com	1	Qwidimower International	Doptumadower	conventional	0	0	1	494
bsaulter@plussunin.com	1	Qwidimower International	Monerex	conventional	0	0	1	495
cyglesias@stanredtax.com	1	Qwidimower International	Supericator	conventional	1	1	1	496
gcousey@rundofase.com	1	Qwidimower International	Thrunipaquentor	convection	0	0	1	497
ggreenbush@inity.com	1	Qwiglibin Holdings	Monkilax	conventional	1	0	1	499
rmenter@mathtouch.com	1	Qwijubackicator WorldWide Company	Gromunplover	conventional	1	1	0	500
bbartolet@inity.com	1	Qwijubackicator WorldWide Company	Pardimedentor	convection	0	0	1	502
lnewville@stanredtax.com	1	Qwijubackicator WorldWide Company	Qwitumewar	convection	0	0	1	503
lmeisel@j-texon.com	1	Qwijubackicator WorldWide Company	Trukilantor	convection	0	1	0	504
dskulski@year-job.com	1	Qwipickan International Corp.	Barkilentor	convection	1	1	1	506
amadarang@hottechi.com	1	Qwipickan International Corp.	Dopdimanax	conventional	0	1	0	508
lsturiale@rundofase.com	1	Qwipickan International Corp.	Mondimewan	conventional	0	0	1	509
rlorens@iselectrics.com	1	Qwipickan International Corp.	Supdimopin	conventional	1	1	1	510
mbookamer@yearin.com	1	Qwipickan International Corp.	Thrusapentor	conventional	1	1	1	512
hrochin@xx-zobam.com	1	Qwipickan International Corp.	Upglibicator	conventional	0	1	1	513
bnabours@scotfind.com	1	Qwipickan International Corp.	Varglibin	conventional	1	0	0	514
atolfree@rundofase.com	1	Qwiquestentor  Company		conventional	1	0	1	515
cisaacs@scottech.com	1	Qwiquestentor  Company		conventional	0	1	0	516
jtollner@zoomit.com	1	Qwiquestentor  Company	Grosapower	convection	0	1	1	517
slizama@conecom.com	1	Qwiquestentor  Company	Hapwerex	conventional	1	1	0	518
clacovara@stanredtax.com	1	Qwiquestentor  Company	Surpickewentor	convection	1	1	0	519
lhoffis@dalttechnology.com	1	Qwiquestentor  Company	Tipkilover	conventional	1	1	1	520
bfallick@ron-tech.com	1	Qwiquestentor  Company	Winrobommistor	conventional	1	0	0	521
rperigo@scotfind.com	1	Qwitumegentor Direct Inc	Emdudonan	conventional	1	1	0	523
dwardrip@domzoom.com	1	Qwitumegentor Direct Inc	Survenin	conventional	1	0	1	525
epalaia@scottech.com	1	Qwiwerover WorldWide Company	Frorobistor	convection	0	1	1	527
mcolaizzo@isdom.com	1	Qwiwerover WorldWide Company	Klidudplar	conventional	1	0	1	528
lgwalthney@groovestreet.com	1	Qwiwerover WorldWide Company	Rapglibex	convection	1	0	1	529
nriden@ganjaflex.com	1	Rapdimplower	Rapsapower	conventional	1	1	1	531
smclaird@fasehatice.com	1	Raprobower International	Lomrobax	conventional	0	0	1	532
mlother@funholding.com	1	Rapvenefentor  Corp.	Dopvenower	convection	1	1	0	534
bschmierer@zathunicon.com	1	Rapvenefentor  Corp.	Haptumar	conventional	1	1	1	535
thollack@golddex.com	1	Rapvenefentor  Corp.	Monsipommistor	conventional	1	1	0	536
sscriven@goodsilron.com	1	Rapvenefentor  Corp.	Zeesipicator	conventional	0	0	1	539
tklonowski@scottech.com	1	Rapweror	Gropickicator	conventional	0	1	0	544
lfrancescon@golddex.com	1	Rapweror	Tipkilover	conventional	0	0	1	546
cleto@finjob.com	1	Rapweror	Tupwerpimar	conventional	1	1	0	547
emanno@j-texon.com	1	Rapweror	Winnipilover	convection	0	1	0	548
wbrucato@konex.com	1	Rapweror	Winrobaquazz	conventional	1	0	1	549
llother@scotfind.com	1	Rapweror	Winrobommistor	conventional	0	1	1	550
bmoyd@streethex.com	1	Rebanackower Direct		convection	0	1	0	551
fhellickson@plussunin.com	1	Rebanackower Direct	Lompeban	convection	1	1	1	553
abirkner@scottech.com	1	Rebanackower Direct	Monwericower	conventional	1	0	1	554
rrodefer@dalttechnology.com	1	Rebanackower Direct	Tuppebopentor	convection	1	1	1	555
jbutzen@isdom.com	1	Rebanackower Direct	Unsapex	conventional	0	1	1	556
kvocelka@mathtouch.com	1	Recadin  Group		convection	1	1	1	557
lknipp@iselectrics.com	1	Recadin  Group	Frorobistor	conventional	1	0	0	558
lfigeroa@condax.com	1	Recadin  Group	Parrobor	conventional	0	1	0	561
sandreason@silis.com	1	Recadin  Group	Qwifropimover	conventional	0	1	0	562
ldallen@j-texon.com	1	Recadin  Group	Supfropantor	conventional	0	0	1	563
hyori@green-plus.com	1	Redudefazz International Corp.	Ciperimar	conventional	1	0	1	566
vtomasulo@warephase.com	1	Redudefazz International Corp.	Endwerpinicator	convection	1	0	1	567
jvonasek@blackzim.com	1	Redudefazz International Corp.	Lompeban	convection	1	0	1	568
rsteffensmeier@ontomedia.com	1	Redudefazz International Corp.	Windimower	conventional	1	1	0	569
tharabedian@doncon.com	1	Refropackentor Direct Company	Endsipistor	conventional	1	0	0	570
tcorbley@opentech.com	1	Refropackentor Direct Company	Parjubollor	conventional	0	1	0	571
jpalaia@ontomedia.com	1	Rehupamantor  Inc	Barkilentor	convection	0	1	1	572
feanes@newex.com	1	Rehupamantor  Inc	Trukilantor	convection	0	1	1	573
cvonasek@hottechi.com	1	Rehupamantor  Inc	Tupdimegantor	convection	1	1	0	574
sbennick@ron-tech.com	1	Rehupan Holdings Company	Qwitumewar	conventional	0	1	1	575
jsergi@sunnamplex.com	1	Rekilantor  Group		conventional	1	1	0	576
mmonarrez@condax.com	1	Rekilantor  Group	Ciperimar	conventional	0	0	1	577
tklusman@xx-holding.com	1	Rekilantor  Group	Dopvenower	conventional	1	1	0	578
clary@donquadtech.com	1	Rekilantor  Group	Frorobistor	convection	1	0	1	579
lsaras@donquadtech.com	1	Rekilantor  Group	Rapwerex	conventional	1	1	1	580
hcolaizzo@funholding.com	1	Rekilantor  Group	Thruglibentor	conventional	0	1	0	581
jestell@codehow.com	1	Rekilantor  Group	Varrobeficator	conventional	1	1	1	583
tmotley@bioplex.com	1	Rerobazz	Infroponar	conventional	0	1	1	584
gkarpin@y-corporation.com	1	Rerobazz	Tupwerpimar	convection	0	0	1	585
dmelnyk@zotware.com	1	Rerobazz	Unnipackentor	conventional	0	1	1	586
jhengel@green-plus.com	1	Rerobazz	Winjubexentor	convection	1	1	0	587
tmccullan@warephase.com	1	Rerobex	Cipdimazz	convection	1	0	1	589
crulapaugh@donquadtech.com	1	Rerobex	Qwiglibaquar	conventional	1	0	1	590
rschmaltz@conecom.com	1	Rerobex	Winsipexex	convection	0	1	0	591
lkaniecki@opentech.com	1	Rerobupex  Corp.	Emweronar	convection	1	0	1	592
wfrerking@scottech.com	1	Rerobupex  Corp.	Qwitumewar	conventional	1	1	1	593
cfigeroa@cancity.com	1	Rerobupex  Corp.	Rapsapex	conventional	0	1	0	594
ssama@isdom.com	1	Rerobupex  Corp.	Updudistor	conventional	1	0	1	595
smartabano@hottechi.com	1	Resapollower Holdings	Rehupopover	conventional	1	0	1	598
jlimmel@groovestreet.com	1	Resapollower Holdings	Thrurobimicator	conventional	1	0	0	599
agotter@codehow.com	1	Retinomman International Corp.	Cipdimazz	convection	1	0	1	600
vwenzinger@isdom.com	1	Retinomman International Corp.	Tipbanommax	conventional	0	1	1	602
dleto@dontechi.com	1	Retinomman International Corp.	Unniponower	conventional	1	1	1	603
wmiro@domzoom.com	1	Retumanentor  Inc	Monbanicator	conventional	0	0	1	605
yfrankel@betasoloin.com	1	Supbanefower Holdings Corp.	Qwitumar	convection	1	1	1	609
gmugnolo@dontechi.com	1	Supbanefower Holdings Corp.	Surpickewentor	conventional	1	1	1	610
rklonowski@treequote.com	1	Supbanefower Holdings Corp.	Surpickex	conventional	0	0	1	611
feanes@scotfind.com	1	Supdimommor Direct Corp.	Hapwerex	conventional	1	0	1	612
ldarakjy@stanredtax.com	1	Supdimommor Direct Corp.	Rapglibex	conventional	1	1	1	613
ssarbacher@donquadtech.com	1	Supkilonex	Monroban	conventional	1	0	0	614
rupthegrove@openlane.com	1	Supkilonex	Parsipefan	conventional	1	0	0	615
kcaldarera@toughzap.com	1	Supkilonex	Supericator	conventional	0	0	1	617
cdevreese@nam-zim.com	1	Supkilonex	Upsapedover	conventional	0	1	1	619
njurney@hottechi.com	1	Supkilonex	Varwerpanower	conventional	0	0	1	620
tbennick@stanredtax.com	1	Suptanantor  Group		conventional	1	1	0	621
rmenter@streethex.com	1	Suptanantor  Group	Adrobollor	convection	0	0	1	622
cvizarro@domzoom.com	1	Suptanantor  Group	Endwerpistor	conventional	0	1	0	623
wwolny@bioholding.com	1	Suptanantor  Group	Thrurobimicator	conventional	0	1	1	625
aparlato@goodsilron.com	1	Suptanantor  Group	Tupdimegantor	conventional	0	1	1	626
gmerced@iselectrics.com	1	Suptanantor  Group	Varrobin	convection	1	1	1	627
ffortino@kinnamplus.com	1	Supwerpommover International Corp.	Parquestar	conventional	0	0	1	628
saredondo@j-texon.com	1	Supwerpommover International Corp.	Tuphupamin	conventional	1	1	1	629
mgillian@xx-holding.com	1	Supwerpommover International Corp.	Updudistor	conventional	1	0	0	630
dsarao@opentech.com	1	Supwerpommover International Corp.	Winrobommistor	convection	1	0	0	631
sangalich@codehow.com	1	Supzapollex		convection	0	0	1	632
shagele@xx-holding.com	1	Supzapollex	Hapnipexower	conventional	1	0	1	633
egalam@ganjaflex.com	1	Supzapollex	Lomnipanower	convection	1	0	1	634
gshin@finhigh.com	1	Supzapollex	Supvenar	conventional	1	0	0	635
cgiguere@ron-tech.com	1	Surdudimor	Barwerpilistor	conventional	0	0	1	638
cspringe@scottech.com	1	Surdudimor	Kliwerommistor	conventional	0	1	0	640
rarceo@funholding.com	1	Surdudimor	Lomtinex	conventional	1	0	0	641
kmotley@silis.com	1	Surdudimor	Qwiglibaquar	conventional	1	0	1	642
ywieser@treequote.com	1	Surdudimor	Surpickewentor	conventional	1	1	1	643
parias@groovestreet.com	1	Surdudimor	Tipbanommax	convection	0	1	0	644
ktawil@hatfan.com	1	Surerommazz International Company	Groweran	conventional	0	1	1	646
aschirpke@groovestreet.com	1	Surerommazz International Company	Monwerilantor	conventional	1	0	1	647
mrodefer@finjob.com	1	Surerommazz International Company	Supericator	conventional	0	0	1	648
gcraghead@zoomit.com	1	Surfropover	Enddimax	convection	0	1	0	650
npolidori@ganjaflex.com	1	Surfropover	Monwerilantor	conventional	1	0	0	651
skohl@groovestreet.com	1	Surfropover	Supsapan	conventional	0	1	1	652
dsamara@zathunicon.com	1	Surkilimentor  Company	Doperan	conventional	1	1	1	654
ldickerson@lexiqvolax.com	1	Surkilimentor  Company	Parrobor	convection	1	0	1	656
khanafan@zencorporation.com	1	Surkilimentor  Company	Supwerpover	conventional	0	1	1	657
bfarrow@xx-holding.com	1	Surkilimentor  Company	Wincadamistor	conventional	0	0	1	659
drhymes@nam-zim.com	1	Surkilimentor  Company	Winweregicator	conventional	0	1	1	660
cmulqueen@xx-zobam.com	1	Surmunamex WorldWide	Ciperplax	conventional	0	0	1	661
pchavous@bioholding.com	1	Surmunamex WorldWide	Emsipackex	conventional	0	1	1	662
rnicka@newex.com	1	Surmunamex WorldWide	Grodiman	convection	1	0	0	663
ameinerding@donquadtech.com	1	Surmunamex WorldWide	Parrobor	conventional	0	1	0	665
jjuhas@toughzap.com	1	Surpickazz Holdings Corp.	Adrobollor	conventional	0	1	0	666
jcorrington@openlane.com	1	Surpickazz Holdings Corp.	Groweran	conventional	1	0	1	667
dtimenez@zumgoity.com	1	Surrobin  Inc	Rapwerex	convection	1	1	0	669
vsyrop@nam-zim.com	1	Surrobin  Inc	Supquestackan	convection	0	1	0	670
lstimmel@y-corporation.com	1	Surrobin  Inc	Surzapegax	conventional	1	0	0	671
graymo@hatfan.com	1	Surwerantor International Company	Thrusapentor	conventional	0	1	0	673
ggesick@isdom.com	1	Surwerantor International Company	Updudistor	conventional	1	1	0	674
jangalich@xx-holding.com	1	Surzapar WorldWide	Mondimewan	conventional	1	1	0	676
karias@toughzap.com	1	Surzapar WorldWide	Monglibepar	conventional	1	0	0	677
kfrancescon@xx-zobam.com	1	Surzapar WorldWide	Partinover	conventional	0	1	0	678
mbartolet@ganjaflex.com	1	Surzapar WorldWide	Rapdudin	convection	1	1	0	679
dloder@toughzap.com	1	Surzapar WorldWide	Redudex	convection	1	1	0	680
gzurcher@donquadtech.com	1	Surzapar WorldWide	Trutumover	convection	1	1	0	682
kcalvaresi@faxquote.com	1	Surzapar WorldWide	Trutumover	convection	0	1	0	683
asaulter@ganjaflex.com	1	Surzapar WorldWide	Upmunantor	conventional	1	0	0	684
jrestrepo@isdom.com	1	Surzapefax WorldWide	Klitinistor	conventional	1	1	1	686
lhanafan@faxquote.com	1	Surzapefax WorldWide	Parjubollor	conventional	1	0	1	687
gsetter@cancity.com	1	Surzapefax WorldWide	Thrunipaquentor	convection	1	1	1	688
msamara@funholding.com	1	Surzapefax WorldWide	Unbanover	conventional	0	0	1	689
sgellinger@year-job.com	1	Thrucadantor WorldWide	Ciperplax	conventional	0	0	1	691
smotley@treequote.com	1	Thrucadantor WorldWide	Klizapedgantor	convection	0	1	1	692
slorens@betatech.com	1	Thrucadantor WorldWide	Pardimedentor	conventional	1	1	0	693
bcaudy@codehow.com	1	Thrucadantor WorldWide	Trujubex	conventional	0	1	1	694
kmyricks@plexzap.com	1	Thrujubewex		conventional	1	1	0	695
spapasergi@condax.com	1	Thrujubewex	Haphupexistor	conventional	1	1	1	696
tsaylors@dontechi.com	1	Thrujubewex	Hapzapistor	convection	0	1	0	697
cpoquette@zotware.com	1	Thrujubewex	Qwitumewar	convection	0	1	1	698
atagala@dalttechnology.com	1	Thrujubewex	Supfropantor	conventional	0	1	0	700
sgwalthney@donware.com	1	Thrujubewex	Tupcadommistor	convection	0	1	1	701
emai@newex.com	1	Thrujubewex	Tupdimantor	conventional	1	0	1	702
lsaylors@singletechno.com	1	Thrukilicex	Adfropax	convection	0	1	0	703
cwaycott@zencorporation.com	1	Thrukilicex	Doperan	convection	0	1	0	704
adaufeldt@opentech.com	1	Thrukilicex	Klifropamentor	conventional	1	1	1	705
hlawler@singletechno.com	1	Thrukilicex	Lomrobax	convection	1	0	1	706
gfern@j-texon.com	1	Thrukilicex	Tipwerpin	conventional	1	1	0	708
sturinetti@xx-zobam.com	1	Thrukilicex	Zeedimin	conventional	0	1	0	710
esawchuk@golddex.com	1	Tipdudonan WorldWide	Ciperplax	convection	1	1	0	711
rlipkin@ontomedia.com	1	Tipdudonan WorldWide	Parhupar	conventional	0	1	0	712
rbrucato@inity.com	1	Tipsapentor Holdings Corp.		convection	1	1	0	713
gadkin@scotfind.com	1	Tipsapentor Holdings Corp.	Ciperimar	conventional	1	0	1	714
tacuff@conecom.com	1	Tipsapentor Holdings Corp.	Endsipistor	conventional	1	1	1	715
cbookamer@zumgoity.com	1	Tipsapentor Holdings Corp.	Parsipefan	convection	0	0	1	716
amoyd@newex.com	1	Tipsapentor Holdings Corp.	Partinover	conventional	0	0	1	717
lcryer@hottechi.com	1	Tipsapentor Holdings Corp.	Redudackar	conventional	1	0	1	718
lmenter@hottechi.com	1	Tipsapentor Holdings Corp.	Supzapar	convection	0	1	0	719
dnachor@statholdings.com	1	Tipsapower Direct Inc	Emdudonan	conventional	0	1	1	721
fstorment@donquadtech.com	1	Tipsapower Direct Inc	Endcadazz	conventional	1	1	1	722
gfrey@mathtouch.com	1	Tipsapower Direct Inc	Enddimax	conventional	1	0	1	723
mcentini@fasehatice.com	1	Tipsapower Direct Inc	Pardimedentor	conventional	1	1	0	725
cjurney@j-texon.com	1	Trudiminower	Barkilistor	conventional	1	0	0	726
lsuffield@condax.com	1	Trudiminower	Klizapedgantor	conventional	1	1	0	727
eiturbide@konmatfix.com	1	Trudiminower	Monzapazz	conventional	1	1	0	728
lisaacs@zoomit.com	1	Trudiminower	Tupwerpimar	convection	0	1	1	729
